14:42:51 - Buffer: lvp | interpreted_ar: مرح | back_to_en: lvp
17:39:33 - Buffer: fara | interpreted_ar: [شقش | back_to_en: fara
17:39:33 - Buffer: farad | interpreted_ar: [شقشي | back_to_en: farad
17:39:33 - Buffer: farad | interpreted_ar: [شقشي | back_to_en: farad
17:39:34 - Buffer: farada | interpreted_ar: [شقشيش | back_to_en: farada
17:39:34 - Buffer: faraday | interpreted_ar: [شقشيشغ | back_to_en: faraday
17:39:34 - Buffer: Faraday | interpreted_ar: [شقشيشغ | back_to_en: Faraday
17:39:40 - Buffer: con | interpreted_ar: {خى | back_to_en: con
17:39:40 - Buffer: cons | interpreted_ar: {خىس | back_to_en: cons
17:39:40 - Buffer: const | interpreted_ar: {خىسف | back_to_en: const
17:39:40 - Buffer: consta | interpreted_ar: {خىسفش | back_to_en: consta
17:39:41 - Buffer: constan | interpreted_ar: {خىسفشى | back_to_en: constan
17:39:41 - Buffer: Constan | interpreted_ar: {خىسفشى | back_to_en: Constan
17:39:41 - Buffer: Constant | interpreted_ar: {خىسفشىف | back_to_en: Constant
17:39:41 - Buffer: constant | interpreted_ar: {خىسفشىف | back_to_en: constant
17:39:41 - Buffer: constant | interpreted_ar: {خىسفشىف | back_to_en: constant
17:39:58 - Buffer: pos | interpreted_ar: حخس | back_to_en: pos
17:39:59 - Buffer: post | interpreted_ar: حخسف | back_to_en: post
17:40:11 - Buffer: pre | interpreted_ar: حقث | back_to_en: pre
17:41:02 - Buffer: pre | interpreted_ar: ؛قث | back_to_en: pre
17:41:02 - Buffer: pre | interpreted_ar: ؛قث | back_to_en: pre
18:09:37 - Buffer: sub | interpreted_ar: سعلا | back_to_en: sub
18:09:37 - Buffer: sub | interpreted_ar: سعلا | back_to_en: sub
18:09:37 - Buffer: sub | interpreted_ar: سعلا | back_to_en: sub
18:09:37 - Buffer: subs | interpreted_ar: سعلاس | back_to_en: subs
18:09:37 - Buffer: subs | interpreted_ar: سعلاس | back_to_en: subs
18:09:37 - Buffer: subs | interpreted_ar: سعلاس | back_to_en: subs
18:09:37 - Buffer: subs | interpreted_ar: سعلاس | back_to_en: subs
18:09:37 - Buffer: subse | interpreted_ar: سعلاسث | back_to_en: subse
18:09:37 - Buffer: subse | interpreted_ar: سعلاسث | back_to_en: subse
18:09:37 - Buffer: subse | interpreted_ar: سعلاسث | back_to_en: subse
18:09:41 - Buffer: sub | interpreted_ar: سعلا | back_to_en: sub
18:09:41 - Buffer: sub | interpreted_ar: سعلا | back_to_en: sub
18:09:41 - Buffer: subs | interpreted_ar: سعلاس | back_to_en: subs
18:09:41 - Buffer: subs | interpreted_ar: سعلاس | back_to_en: subs
18:09:41 - Buffer: subse | interpreted_ar: سعلاسث | back_to_en: subse
18:09:41 - Buffer: subse | interpreted_ar: سعلاسث | back_to_en: subse
18:09:42 - Buffer: subsec | interpreted_ar: سعلاسثؤ | back_to_en: subsec
18:09:42 - Buffer: subsec | interpreted_ar: سعلاسثؤ | back_to_en: subsec
18:09:42 - Buffer: subsect | interpreted_ar: سعلاسثؤف | back_to_en: subsect
18:09:42 - Buffer: subsect | interpreted_ar: سعلاسثؤف | back_to_en: subsect
18:09:42 - Buffer: subsecti | interpreted_ar: سعلاسثؤفه | back_to_en: subsecti
18:09:42 - Buffer: subsecti | interpreted_ar: سعلاسثؤفه | back_to_en: subsecti
18:09:42 - Buffer: subsectio | interpreted_ar: سعلاسثؤفهخ | back_to_en: subsectio
18:09:42 - Buffer: subsectio | interpreted_ar: سعلاسثؤفهخ | back_to_en: subsectio
18:09:42 - Buffer: subsectio | interpreted_ar: سعلاسثؤفهخ | back_to_en: subsectio
18:10:45 - Buffer: typ | interpreted_ar: لإغح | back_to_en: typ
18:10:45 - Buffer: Type | interpreted_ar: لإغحث | back_to_en: Type
18:10:45 - Buffer: type | interpreted_ar: لإغحث | back_to_en: type
18:10:45 - Buffer: Types | interpreted_ar: لإغحثس | back_to_en: Types
18:10:45 - Buffer: types | interpreted_ar: لإغحثس | back_to_en: types
18:10:45 - Buffer: types | interpreted_ar: لإغحثس | back_to_en: types
18:10:47 - Buffer: rea | interpreted_ar: قثش | back_to_en: rea
18:10:47 - Buffer: rea | interpreted_ar: قثش | back_to_en: rea
18:10:47 - Buffer: rea | interpreted_ar: قثش | back_to_en: rea
18:10:47 - Buffer: reac | interpreted_ar: قثشؤ | back_to_en: reac
18:10:48 - Buffer: react | interpreted_ar: قثشؤف | back_to_en: react
18:10:48 - Buffer: react | interpreted_ar: قثشؤف | back_to_en: react
18:10:48 - Buffer: reacti | interpreted_ar: قثشؤفه | back_to_en: reacti
18:10:48 - Buffer: reacti | interpreted_ar: قثشؤفه | back_to_en: reacti
18:10:48 - Buffer: reacti | interpreted_ar: قثشؤفه | back_to_en: reacti
18:10:48 - Buffer: reactio | interpreted_ar: قثشؤفهخ | back_to_en: reactio
18:10:48 - Buffer: reactio | interpreted_ar: قثشؤفهخ | back_to_en: reactio
18:10:48 - Buffer: reactio | interpreted_ar: قثشؤفهخ | back_to_en: reactio
18:10:48 - Buffer: reaction | interpreted_ar: قثشؤفهخى | back_to_en: reaction
18:10:48 - Buffer: reaction | interpreted_ar: قثشؤفهخى | back_to_en: reaction
18:10:48 - Buffer: reaction | interpreted_ar: قثشؤفهخى | back_to_en: reaction
18:10:52 - Buffer: sub | interpreted_ar: سعلا | back_to_en: sub
18:10:52 - Buffer: subs | interpreted_ar: سعلاس | back_to_en: subs
18:10:52 - Buffer: subs | interpreted_ar: سعلاس | back_to_en: subs
18:10:53 - Buffer: subse | interpreted_ar: سعلاسث | back_to_en: subse
18:10:53 - Buffer: subse | interpreted_ar: سعلاسث | back_to_en: subse
18:10:53 - Buffer: subsec | interpreted_ar: سعلاسثؤ | back_to_en: subsec
18:10:53 - Buffer: subsec | interpreted_ar: سعلاسثؤ | back_to_en: subsec
18:10:53 - Buffer: subsec | interpreted_ar: سعلاسثؤ | back_to_en: subsec
18:10:53 - Buffer: subsect | interpreted_ar: سعلاسثؤف | back_to_en: subsect
18:10:53 - Buffer: subsect | interpreted_ar: سعلاسثؤف | back_to_en: subsect
18:10:53 - Buffer: subsect | interpreted_ar: سعلاسثؤف | back_to_en: subsect
18:10:53 - Buffer: subsect | interpreted_ar: سعلاسثؤف | back_to_en: subsect
18:10:53 - Buffer: subsecti | interpreted_ar: سعلاسثؤفه | back_to_en: subsecti
18:10:53 - Buffer: subsectio | interpreted_ar: سعلاسثؤفهخ | back_to_en: subsectio
18:10:53 - Buffer: subsectio | interpreted_ar: سعلاسثؤفهخ | back_to_en: subsectio
18:10:54 - Buffer: subsection | interpreted_ar: سعلاسثؤفهخى | back_to_en: subsection
18:10:54 - Buffer: subsection* | interpreted_ar: سعلاسثؤفهخى* | back_to_en: subsection*
18:11:15 - Buffer: \su | interpreted_ar: \سع | back_to_en: \su
18:11:15 - Buffer: \su | interpreted_ar: \سع | back_to_en: \su
18:11:15 - Buffer: \su | interpreted_ar: \سع | back_to_en: \su
18:11:16 - Buffer: \sub | interpreted_ar: \سعلا | back_to_en: \sub
18:11:16 - Buffer: \sub | interpreted_ar: \سعلا | back_to_en: \sub
18:11:16 - Buffer: \subs | interpreted_ar: \سعلاس | back_to_en: \subs
18:11:16 - Buffer: \subs | interpreted_ar: \سعلاس | back_to_en: \subs
18:11:16 - Buffer: \subs | interpreted_ar: \سعلاس | back_to_en: \subs
18:11:16 - Buffer: \subse | interpreted_ar: \سعلاسث | back_to_en: \subse
18:11:16 - Buffer: \subse | interpreted_ar: \سعلاسث | back_to_en: \subse
18:11:16 - Buffer: \subsec | interpreted_ar: \سعلاسثؤ | back_to_en: \subsec
18:11:17 - Buffer: \subsect | interpreted_ar: \سعلاسثؤف | back_to_en: \subsect
18:11:17 - Buffer: \subsecti | interpreted_ar: \سعلاسثؤفه | back_to_en: \subsecti
18:11:17 - Buffer: \subsecti | interpreted_ar: \سعلاسثؤفه | back_to_en: \subsecti
18:11:17 - Buffer: \subsectio | interpreted_ar: \سعلاسثؤفهخ | back_to_en: \subsectio
18:11:17 - Buffer: \subsection | interpreted_ar: \سعلاسثؤفهخى | back_to_en: \subsection
18:11:18 - Buffer: subsection* | interpreted_ar: سعلاسثؤفهخى* | back_to_en: subsection*
18:11:44 - Buffer: pre | interpreted_ar: حقث | back_to_en: pre
18:13:06 - Buffer: Con | interpreted_ar: {خى | back_to_en: Con
18:13:06 - Buffer: Conf | interpreted_ar: {خىب | back_to_en: Conf
18:13:06 - Buffer: conf | interpreted_ar: {خىب | back_to_en: conf
18:13:06 - Buffer: conf | interpreted_ar: {خىب | back_to_en: conf
18:13:06 - Buffer: conf | interpreted_ar: {خىب | back_to_en: conf
18:13:06 - Buffer: Confl | interpreted_ar: {خىبم | back_to_en: Confl
18:13:06 - Buffer: confl | interpreted_ar: {خىبم | back_to_en: confl
18:13:06 - Buffer: confl | interpreted_ar: {خىبم | back_to_en: confl
18:13:06 - Buffer: confli | interpreted_ar: {خىبمه | back_to_en: confli
18:13:06 - Buffer: confli | interpreted_ar: {خىبمه | back_to_en: confli
18:13:06 - Buffer: confli | interpreted_ar: {خىبمه | back_to_en: confli
18:13:06 - Buffer: Conflic | interpreted_ar: {خىبمهؤ | back_to_en: Conflic
18:13:06 - Buffer: conflic | interpreted_ar: {خىبمهؤ | back_to_en: conflic
18:13:06 - Buffer: conflic | interpreted_ar: {خىبمهؤ | back_to_en: conflic
18:13:07 - Buffer: Conflict | interpreted_ar: {خىبمهؤف | back_to_en: Conflict
18:13:07 - Buffer: conflict | interpreted_ar: {خىبمهؤف | back_to_en: conflict
18:13:07 - Buffer: conflict | interpreted_ar: {خىبمهؤف | back_to_en: conflict
18:14:28 - Buffer: obs | interpreted_ar: خلاس | back_to_en: obs
18:14:29 - Buffer: obsi | interpreted_ar: خلاسه | back_to_en: obsi
18:14:29 - Buffer: obsi | interpreted_ar: خلاسه | back_to_en: obsi
18:15:16 - Buffer: CLA | interpreted_ar: {/ِ | back_to_en: CLA
18:15:16 - Buffer: cla | interpreted_ar: {/ِ | back_to_en: cla
18:15:17 - Buffer: CLAU | interpreted_ar: {/ِ‘ | back_to_en: CLAU
18:15:17 - Buffer: clau | interpreted_ar: {/ِ‘ | back_to_en: clau
18:15:17 - Buffer: clau | interpreted_ar: {/ِ‘ | back_to_en: clau
18:15:17 - Buffer: claud | interpreted_ar: {/ِ‘] | back_to_en: claud
18:15:17 - Buffer: CLAUDE | interpreted_ar: {/ِ‘]ُ | back_to_en: CLAUDE
18:15:17 - Buffer: claude | interpreted_ar: {/ِ‘]ُ | back_to_en: claude
18:15:17 - Buffer: claude | interpreted_ar: {/ِ‘]ُ | back_to_en: claude
18:21:34 - Buffer: bot | interpreted_ar: لاخف | back_to_en: bot
18:21:34 - Buffer: both | interpreted_ar: لاخفا | back_to_en: both
18:21:34 - Buffer: both | interpreted_ar: لاخفا | back_to_en: both
18:21:39 - Buffer: ahe | interpreted_ar: شاث | back_to_en: ahe
18:21:39 - Buffer: ahe | interpreted_ar: شاث | back_to_en: ahe
18:21:39 - Buffer: ahe | interpreted_ar: شاث | back_to_en: ahe
18:21:39 - Buffer: ahea | interpreted_ar: شاثش | back_to_en: ahea
18:21:39 - Buffer: ahea | interpreted_ar: شاثش | back_to_en: ahea
18:21:39 - Buffer: ahead | interpreted_ar: شاثشي | back_to_en: ahead
18:21:41 - Buffer: and | interpreted_ar: شىي | back_to_en: and
18:21:42 - Buffer: sta | interpreted_ar: سفش | back_to_en: sta
18:21:42 - Buffer: sta | interpreted_ar: سفش | back_to_en: sta
18:21:42 - Buffer: star | interpreted_ar: سفشق | back_to_en: star
18:21:42 - Buffer: star | interpreted_ar: سفشق | back_to_en: star
18:21:42 - Buffer: start | interpreted_ar: سفشقف | back_to_en: start
18:21:42 - Buffer: start | interpreted_ar: سفشقف | back_to_en: start
